t_id,t_date,tour_wk,t_name,t_country,t_surf,t_indoor,t_alt,t_lvl,t_draw_size,m_num,t_round,t_round_num,m_best_of,m_score,m_time(m),w_id,w_name,w_rank,w_rank_pts,w_ioc,w_ent,w_hd,w_ht,w_age,w_svpt,w_1stWon,w_2ndWon,w_SvGms,w_ace,w_bpSaved,w_bpFaced,l_id,l_name,l_rank,l_rank_pts,l_ioc,l_ent,l_hd,l_ht,l_age,l_svpt,l_1stWon,l_2ndWon,l_SvGms,l_ace,l_bpSaved,l_bpFaced,t_loc,AvgW_IP_NV,AvgL_IP_NV
2017-6116,20170724,2017_19,Atlanta,USA,Hard,0,0,1,32,5772,R32,1,3,7-5 4-6 7-6(3),159.0,105577,Vasek Pospisil,68.0,697.0,CAN,5,R,193.0,27.09,109.0,52.0,26.0,17.0,15.0,6.0,7.0,106216,Bjorn Fratangelo,117.0,466.0,USA,4,R,183.0,24.01,111.0,39.0,34.0,17.0,5.0,3.0,4.0,Atlanta,62.96,37.04
2017-6116,20170724,2017_19,Atlanta,USA,Hard,0,0,1,32,5773,R32,1,3,5-7 6-4 7-6(5),139.0,105357,John Millman,174.0,314.0,AUS,4,R,183.0,28.11,117.0,50.0,25.0,17.0,10.0,2.0,5.0,126207,Frances Tiafoe,60.0,753.0,USA,5,R,188.0,19.51,103.0,40.0,28.0,17.0,19.0,1.0,4.0,Atlanta,39.04,60.96
2017-6116,20170724,2017_19,Atlanta,USA,Hard,0,0,1,32,5774,R16,2,3,6-7(5) 6-4 6-3,138.0,126205,Tommy Paul,291.0,172.0,USA,2.5,R,185.0,20.19,96.0,49.0,14.0,15.0,8.0,2.0,4.0,104291,Malek Jaziri,72.0,655.0,TUN,5,R,185.0,33.51,97.0,40.0,19.0,16.0,8.0,7.0,12.0,Atlanta,41.65,58.35
2017-6116,20170724,2017_19,Atlanta,USA,Hard,0,0,1,32,5775,R32,1,3,4-6 6-3 7-6(5),134.0,105376,Peter Gojowczyk,108.0,508.0,GER,4,R,185.0,28.02,107.0,42.0,25.0,16.0,6.0,3.0,7.0,105550,Guido Pella,97.0,549.0,ARG,5,L,185.0,27.19,113.0,47.0,21.0,15.0,4.0,12.0,16.0,Atlanta,54.97,45.03
2017-6116,20170724,2017_19,Atlanta,USA,Hard,0,0,1,32,5776,R16,2,3,6-4 6-7(1) 6-3,134.0,104180,Gilles Muller,22.0,1885.0,LUX,5,L,193.0,34.21,87.0,47.0,19.0,16.0,20.0,2.0,2.0,111460,Quentin Halys,134.0,413.0,FRA,2.5,R,191.0,20.74,83.0,38.0,21.0,15.0,12.0,1.0,3.0,Atlanta,77.74,22.26
2017-6116,20170724,2017_19,Atlanta,USA,Hard,0,0,1,32,5777,SF,4,3,6-7(5) 6-3 6-4,122.0,105992,Ryan Harrison,42.0,983.0,USA,5,R,183.0,25.21,90.0,49.0,17.0,16.0,9.0,2.0,3.0,106378,Kyle Edmund,45.0,933.0,GBR,5,R,188.0,22.54,90.0,42.0,16.0,15.0,6.0,4.0,7.0,Atlanta,46.72,53.28
2017-6116,20170724,2017_19,Atlanta,USA,Hard,0,0,1,32,5778,R32,1,3,4-6 6-2 6-3,121.0,126205,Tommy Paul,291.0,172.0,USA,2.5,R,185.0,20.19,77.0,36.0,8.0,13.0,6.0,5.0,9.0,111202,Hyeon Chung,53.0,861.0,KOR,5,R,188.0,21.18,104.0,33.0,21.0,14.0,3.0,9.0,16.0,Atlanta,26.88,73.12
2017-6116,20170724,2017_19,Atlanta,USA,Hard,0,0,1,32,5779,R16,2,3,2-6 6-4 7-5,121.0,106378,Kyle Edmund,45.0,933.0,GBR,5,R,188.0,22.54,93.0,36.0,21.0,15.0,12.0,4.0,7.0,105376,Peter Gojowczyk,108.0,508.0,GER,4,R,185.0,28.02,89.0,37.0,21.0,15.0,14.0,2.0,5.0,Atlanta,68.49,31.51
2017-6116,20170724,2017_19,Atlanta,USA,Hard,0,0,1,32,5780,R32,1,3,7-5 7-6(7),107.0,111460,Quentin Halys,134.0,413.0,FRA,2.5,R,191.0,20.74,92.0,39.0,22.0,12.0,9.0,7.0,8.0,111578,Stefan Kozlov,133.0,417.0,USA,2.5,R,183.0,19.47,81.0,45.0,8.0,12.0,6.0,5.0,7.0,Atlanta,51.85,48.15
2017-6116,20170724,2017_19,Atlanta,USA,Hard,0,0,1,32,5781,F,5,3,7-6(6) 7-6(7),107.0,104545,John Isner,20.0,2045.0,USA,5,R,206.0,32.24,78.0,46.0,14.0,12.0,23.0,0.0,1.0,105992,Ryan Harrison,42.0,983.0,USA,5,R,183.0,25.21,80.0,37.0,20.0,12.0,10.0,1.0,2.0,Atlanta,73.46,26.54
2017-6116,20170724,2017_19,Atlanta,USA,Hard,0,0,1,32,5782,R16,2,3,6-4 4-6 6-2,106.0,111153,Christopher Eubanks,461.0,83.0,USA,4,R,201.0,21.22,84.0,39.0,17.0,14.0,8.0,3.0,5.0,111577,Jared Donaldson,59.0,790.0,USA,5,R,188.0,20.79,85.0,24.0,29.0,14.0,9.0,4.0,8.0,Atlanta,21.57,78.43
2017-6116,20170724,2017_19,Atlanta,USA,Hard,0,0,1,32,5783,QF,3,3,6-4 6-1,88.0,106378,Kyle Edmund,45.0,933.0,GBR,5,R,188.0,22.54,46.0,23.0,12.0,9.0,4.0,0.0,1.0,106058,Jack Sock,19.0,2245.0,USA,5,R,185.0,24.83,57.0,21.0,7.0,8.0,3.0,5.0,9.0,Atlanta,37.62,62.38
2017-6116,20170724,2017_19,Atlanta,USA,Hard,0,0,1,32,5784,R32,1,3,6-3 7-5,84.0,106378,Kyle Edmund,45.0,933.0,GBR,5,R,188.0,22.54,53.0,21.0,23.0,11.0,2.0,0.0,0.0,104571,Marcos Baghdatis,75.0,645.0,CYP,5,R,183.0,32.1,70.0,30.0,12.0,10.0,11.0,3.0,5.0,Atlanta,63.05,36.95
2017-6116,20170724,2017_19,Atlanta,USA,Hard,0,0,1,32,5785,R32,1,3,7-6(5) 6-4,81.0,111153,Christopher Eubanks,461.0,83.0,USA,4,R,201.0,21.22,69.0,33.0,19.0,11.0,11.0,1.0,1.0,126203,Taylor Fritz,125.0,444.0,USA,4,R,193.0,19.74,67.0,29.0,19.0,11.0,8.0,0.0,1.0,Atlanta,19.18,80.82
2017-6116,20170724,2017_19,Atlanta,USA,Hard,0,0,1,32,5786,R32,1,3,7-5 6-2,79.0,104534,Dudi Sela,74.0,650.0,ISR,5,R,175.0,32.3,49.0,27.0,8.0,10.0,2.0,0.0,2.0,104505,Konstantin Kravchuk,124.0,447.0,RUS,5,R,190.0,32.41,76.0,25.0,13.0,10.0,6.0,9.0,14.0,Atlanta,62.96,37.04
2017-6116,20170724,2017_19,Atlanta,USA,Hard,0,0,1,32,5787,SF,4,3,6-4 6-2,75.0,104545,John Isner,20.0,2045.0,USA,5,R,206.0,32.24,54.0,28.0,12.0,9.0,15.0,4.0,4.0,104180,Gilles Muller,22.0,1885.0,LUX,5,L,193.0,34.21,61.0,23.0,11.0,9.0,8.0,1.0,4.0,Atlanta,57.11,42.89
2017-6116,20170724,2017_19,Atlanta,USA,Hard,0,0,1,32,5788,QF,3,3,7-5 6-4,73.0,104545,John Isner,20.0,2045.0,USA,5,R,206.0,32.24,58.0,38.0,7.0,11.0,13.0,1.0,1.0,105041,Lukas Lacko,129.0,424.0,SVK,5,R,185.0,29.72,55.0,24.0,15.0,11.0,9.0,0.0,2.0,Atlanta,81.88,18.13
2017-6116,20170724,2017_19,Atlanta,USA,Hard,0,0,1,32,5789,R16,2,3,6-4 6-3,71.0,106058,Jack Sock,19.0,2245.0,USA,5,R,185.0,24.83,58.0,31.0,9.0,9.0,5.0,6.0,6.0,104534,Dudi Sela,74.0,650.0,ISR,5,R,175.0,32.3,59.0,25.0,12.0,10.0,7.0,3.0,6.0,Atlanta,69.84,30.16
2017-6116,20170724,2017_19,Atlanta,USA,Hard,0,0,1,32,5790,R32,1,3,6-4 6-2,69.0,105385,Donald Young,51.0,870.0,USA,5,L,183.0,28.0,56.0,26.0,14.0,9.0,6.0,5.0,5.0,105065,Tim Smyczek,194.0,275.0,USA,2.5,R,175.0,29.57,49.0,16.0,13.0,9.0,7.0,1.0,4.0,Atlanta,66.75,33.25
2017-6116,20170724,2017_19,Atlanta,USA,Hard,0,0,1,32,5791,QF,3,3,6-3 6-1,69.0,104180,Gilles Muller,22.0,1885.0,LUX,5,L,193.0,34.21,61.0,28.0,12.0,8.0,16.0,4.0,4.0,126205,Tommy Paul,291.0,172.0,USA,2.5,R,185.0,20.19,44.0,18.0,6.0,8.0,3.0,2.0,6.0,Atlanta,81.22,18.78
2017-6116,20170724,2017_19,Atlanta,USA,Hard,0,0,1,32,5792,R16,2,3,6-3 6-4,67.0,104545,John Isner,20.0,2045.0,USA,5,R,206.0,32.24,44.0,27.0,13.0,10.0,10.0,0.0,0.0,105577,Vasek Pospisil,68.0,697.0,CAN,5,R,193.0,27.09,59.0,22.0,14.0,9.0,4.0,3.0,5.0,Atlanta,71.27,28.73
2017-6116,20170724,2017_19,Atlanta,USA,Hard,0,0,1,32,5793,R32,1,3,6-1 6-2,59.0,105041,Lukas Lacko,129.0,424.0,SVK,5,R,185.0,29.72,50.0,22.0,14.0,8.0,6.0,2.0,2.0,105341,Thomas Fabbiano,89.0,597.0,ITA,5,R,173.0,28.16,42.0,15.0,6.0,7.0,2.0,3.0,7.0,Atlanta,40.66,59.34
2017-6116,20170724,2017_19,Atlanta,USA,Hard,0,0,1,32,5794,R16,2,3,6-3 6-1,58.0,105041,Lukas Lacko,129.0,424.0,SVK,5,R,185.0,29.72,44.0,19.0,14.0,8.0,3.0,0.0,0.0,105385,Donald Young,51.0,870.0,USA,5,L,183.0,28.0,51.0,21.0,6.0,8.0,5.0,6.0,10.0,Atlanta,34.45,65.55
2017-6116,20170724,2017_19,Atlanta,USA,Hard,0,0,1,32,5795,R32,1,3,6-3 6-1,57.0,111577,Jared Donaldson,59.0,790.0,USA,5,R,188.0,20.79,42.0,16.0,16.0,8.0,2.0,0.0,0.0,124014,Ernesto Escobedo,69.0,690.0,USA,5,R,185.0,21.05,50.0,17.0,9.0,8.0,2.0,2.0,6.0,Atlanta,59.59,40.41
2017-6116,20170724,2017_19,Atlanta,USA,Hard,0,0,1,32,5796,QF,3,3,6-1 6-2,55.0,105992,Ryan Harrison,42.0,983.0,USA,5,R,183.0,25.21,43.0,26.0,7.0,8.0,7.0,0.0,0.0,111153,Christopher Eubanks,461.0,83.0,USA,4,R,201.0,21.22,58.0,20.0,8.0,7.0,1.0,8.0,12.0,Atlanta,75.87,24.13
2017-0301,20170109,2017_02,Auckland,NZL,Hard,0,0,1,32,5797,R32,1,3,4-6 7-6(5) 7-6(9),158.0,104229,Yen Hsun Lu,61.0,774.0,TPE,5,R,180.0,33.41,119.0,59.0,24.0,17.0,6.0,9.0,12.0,111575,Karen Khachanov,51.0,875.0,RUS,5,R,198.0,20.64,109.0,51.0,26.0,17.0,16.0,3.0,5.0,Auckland,46.44,53.56
2017-0301,20170109,2017_02,Auckland,NZL,Hard,0,0,1,32,5798,R16,2,3,6-7(6) 7-5 6-3,143.0,106210,Jiri Vesely,54.0,848.0,CZE,5,L,198.0,23.5,105.0,53.0,26.0,17.0,15.0,5.0,5.0,104907,Jose Rubin Statham,434.0,94.0,NZL,2,R,183.0,29.71,90.0,50.0,16.0,16.0,8.0,1.0,3.0,Auckland,90.73,9.27
2017-0301,20170109,2017_02,Auckland,NZL,Hard,0,0,1,32,5799,R32,1,3,6-1 6-7(6) 7-6(3),135.0,105454,Brydan Klein,324.0,148.0,AUS,2.5,R,183.0,27.03,101.0,54.0,18.0,15.0,14.0,2.0,3.0,105487,Facundo Bagnis,55.0,817.0,ARG,5,L,183.0,26.87,104.0,47.0,17.0,16.0,6.0,3.0,7.0,Auckland,46.56,53.44
2017-0301,20170109,2017_02,Auckland,NZL,Hard,0,0,1,32,5800,QF,3,3,6-3 5-7 7-6(3),134.0,105449,Steve Johnson,33.0,1320.0,USA,5,R,188.0,27.04,94.0,51.0,22.0,17.0,12.0,1.0,2.0,104545,John Isner,19.0,1850.0,USA,5,R,206.0,31.71,105.0,59.0,15.0,16.0,19.0,9.0,10.0,Auckland,41.18,58.82
2017-0301,20170109,2017_02,Auckland,NZL,Hard,0,0,1,32,5801,QF,3,3,5-7 6-4 6-3,129.0,106058,Jack Sock,23.0,1710.0,USA,5,R,185.0,24.29,87.0,43.0,18.0,15.0,12.0,2.0,4.0,104871,Jeremy Chardy,71.0,705.0,FRA,5,R,188.0,29.91,131.0,54.0,23.0,16.0,14.0,21.0,25.0,Auckland,68.93,31.07
2017-0301,20170109,2017_02,Auckland,NZL,Hard,0,0,1,32,5802,R16,2,3,7-6(5) 4-6 6-1,125.0,106058,Jack Sock,23.0,1710.0,USA,5,R,185.0,24.29,105.0,42.0,25.0,15.0,11.0,4.0,7.0,105992,Ryan Harrison,89.0,632.0,USA,2.5,R,183.0,24.68,87.0,47.0,8.0,14.0,17.0,2.0,6.0,Auckland,67.14,32.86
2017-0301,20170109,2017_02,Auckland,NZL,Hard,0,0,1,32,5803,R16,2,3,4-6 7-6(4) 6-4,125.0,104571,Marcos Baghdatis,36.0,1140.0,CYP,5,R,183.0,31.56,109.0,48.0,25.0,16.0,12.0,8.0,10.0,104460,Dustin Brown,70.0,718.0,GER,4,R,196.0,32.09,115.0,52.0,22.0,16.0,6.0,8.0,10.0,Auckland,64.16,35.84
2017-0301,20170109,2017_02,Auckland,NZL,Hard,0,0,1,32,5804,R16,2,3,2-6 6-4 7-6(4),120.0,104898,Robin Haase,58.0,795.0,NED,5,R,190.0,29.76,104.0,48.0,21.0,15.0,11.0,6.0,9.0,103970,David Ferrer,21.0,1785.0,ESP,5,R,175.0,34.77,98.0,52.0,13.0,15.0,4.0,5.0,7.0,Auckland,22.99,77.01
2017-0301,20170109,2017_02,Auckland,NZL,Hard,0,0,1,32,5805,R16,2,3,6-3 3-6 7-6(6),117.0,104545,John Isner,19.0,1850.0,USA,5,R,206.0,31.71,87.0,55.0,13.0,15.0,22.0,4.0,5.0,104291,Malek Jaziri,56.0,814.0,TUN,5,R,185.0,32.97,95.0,44.0,24.0,15.0,15.0,3.0,4.0,Auckland,78.0,22.0
2017-0301,20170109,2017_02,Auckland,NZL,Hard,0,0,1,32,5806,R32,1,3,7-6(4) 3-6 6-4,116.0,104460,Dustin Brown,70.0,718.0,GER,4,R,196.0,32.09,114.0,47.0,28.0,16.0,12.0,10.0,13.0,111581,Michael Mmoh,195.0,285.0,USA,2.5,R,188.0,19.0,90.0,44.0,20.0,15.0,11.0,5.0,7.0,Auckland,50.0,50.0
2017-0301,20170109,2017_02,Auckland,NZL,Hard,0,0,1,32,5807,F,5,3,6-3 5-7 6-3,116.0,106058,Jack Sock,23.0,1710.0,USA,5,R,185.0,24.29,78.0,43.0,11.0,15.0,13.0,1.0,4.0,105311,Joao Sousa,44.0,1030.0,POR,5,R,185.0,27.78,95.0,40.0,14.0,15.0,10.0,4.0,9.0,Auckland,67.67,32.33
2017-0301,20170109,2017_02,Auckland,NZL,Hard,0,0,1,32,5808,R32,1,3,3-6 6-4 6-3,107.0,103852,Feliciano Lopez,28.0,1410.0,ESP,5,L,188.0,35.3,87.0,41.0,17.0,14.0,11.0,6.0,7.0,105030,Michael Venus,1035.0,10.0,NZL,4,R,191.0,29.23,92.0,40.0,18.0,14.0,8.0,5.0,7.0,Auckland,91.16,8.84
2017-0301,20170109,2017_02,Auckland,NZL,Hard,0,0,1,32,5809,R32,1,3,6-4 6-4,96.0,104571,Marcos Baghdatis,36.0,1140.0,CYP,5,R,183.0,31.56,68.0,23.0,21.0,10.0,7.0,2.0,3.0,105173,Adrian Mannarino,60.0,781.0,FRA,5,L,183.0,28.53,65.0,22.0,15.0,10.0,3.0,4.0,7.0,Auckland,42.49,57.51
2017-0301,20170109,2017_02,Auckland,NZL,Hard,0,0,1,32,5810,R32,1,3,7-6(1) 6-3,93.0,104291,Malek Jaziri,56.0,814.0,TUN,5,R,185.0,32.97,63.0,27.0,18.0,10.0,3.0,1.0,2.0,106043,Diego Schwartzman,52.0,867.0,ARG,5,R,170.0,24.4,74.0,27.0,17.0,11.0,0.0,4.0,7.0,Auckland,36.79,63.21
2017-0301,20170109,2017_02,Auckland,NZL,Hard,0,0,1,32,5811,R16,2,3,6-4 7-6(4),88.0,105449,Steve Johnson,33.0,1320.0,USA,5,R,188.0,27.04,64.0,31.0,21.0,11.0,5.0,0.0,0.0,104229,Yen Hsun Lu,61.0,774.0,TPE,5,R,180.0,33.41,61.0,30.0,18.0,11.0,4.0,0.0,1.0,Auckland,53.56,46.44
2017-0301,20170109,2017_02,Auckland,NZL,Hard,0,0,1,32,5812,R32,1,3,6-1 7-5,87.0,105311,Joao Sousa,44.0,1030.0,POR,5,R,185.0,27.78,54.0,27.0,11.0,10.0,3.0,2.0,3.0,105077,Albert Ramos,26.0,1435.0,ESP,5,L,188.0,28.98,59.0,20.0,12.0,9.0,3.0,5.0,9.0,Auckland,43.98,56.02
2017-0301,20170109,2017_02,Auckland,NZL,Hard,0,0,1,32,5813,R32,1,3,6-4 6-3,85.0,105449,Steve Johnson,33.0,1320.0,USA,5,R,188.0,27.04,60.0,28.0,13.0,10.0,11.0,1.0,2.0,103565,Stephane Robert,53.0,854.0,FRA,5,R,185.0,36.65,69.0,26.0,12.0,9.0,2.0,4.0,7.0,Auckland,70.9,29.1
2017-0301,20170109,2017_02,Auckland,NZL,Hard,0,0,1,32,5814,R32,1,3,6-4 6-3,82.0,106210,Jiri Vesely,54.0,848.0,CZE,5,L,198.0,23.5,64.0,34.0,8.0,9.0,10.0,5.0,5.0,104547,Horacio Zeballos,69.0,725.0,ARG,5,L,188.0,31.7,52.0,18.0,15.0,10.0,5.0,2.0,5.0,Auckland,66.67,33.33
2017-0301,20170109,2017_02,Auckland,NZL,Hard,0,0,1,32,5815,R32,1,3,6-4 7-5,80.0,104898,Robin Haase,58.0,795.0,NED,5,R,190.0,29.76,69.0,26.0,17.0,11.0,13.0,6.0,8.0,110686,Finn Tearney,447.0,90.0,NZL,2.5,R,183.0,26.29,66.0,23.0,14.0,11.0,3.0,4.0,8.0,Auckland,82.83,17.17
2017-0301,20170109,2017_02,Auckland,NZL,Hard,0,0,1,32,5816,R16,2,3,6-3 6-4,73.0,105311,Joao Sousa,44.0,1030.0,POR,5,R,185.0,27.78,58.0,25.0,13.0,10.0,3.0,0.0,2.0,105454,Brydan Klein,324.0,148.0,AUS,2.5,R,183.0,27.03,51.0,19.0,7.0,9.0,5.0,1.0,5.0,Auckland,74.8,25.2
2017-0301,20170109,2017_02,Auckland,NZL,Hard,0,0,1,32,5817,SF,4,3,6-1 7-5,72.0,105311,Joao Sousa,44.0,1030.0,POR,5,R,185.0,27.78,59.0,32.0,11.0,10.0,3.0,1.0,1.0,104571,Marcos Baghdatis,36.0,1140.0,CYP,5,R,183.0,31.56,48.0,15.0,13.0,9.0,1.0,1.0,4.0,Auckland,45.29,54.71
2017-0301,20170109,2017_02,Auckland,NZL,Hard,0,0,1,32,5818,QF,3,3,6-2 6-4,70.0,104571,Marcos Baghdatis,36.0,1140.0,CYP,5,R,183.0,31.56,45.0,24.0,12.0,9.0,12.0,0.0,0.0,106210,Jiri Vesely,54.0,848.0,CZE,5,L,198.0,23.5,59.0,23.0,9.0,9.0,5.0,4.0,7.0,Auckland,55.61,44.39
2017-0301,20170109,2017_02,Auckland,NZL,Hard,0,0,1,32,5819,SF,4,3,6-4 6-3,70.0,106058,Jack Sock,23.0,1710.0,USA,5,R,185.0,24.29,57.0,23.0,16.0,9.0,2.0,1.0,1.0,105449,Steve Johnson,33.0,1320.0,USA,5,R,188.0,27.04,52.0,26.0,9.0,10.0,3.0,1.0,4.0,Auckland,60.61,39.39
2017-0301,20170109,2017_02,Auckland,NZL,Hard,0,0,1,32,5820,R32,1,3,6-1 6-2,65.0,105992,Ryan Harrison,89.0,632.0,USA,2.5,R,183.0,24.68,41.0,24.0,9.0,8.0,9.0,2.0,2.0,104198,Guillermo Garcia Lopez,74.0,700.0,ESP,5,R,188.0,33.6,59.0,22.0,7.0,7.0,2.0,6.0,10.0,Auckland,65.79,34.21
2017-0301,20170109,2017_02,Auckland,NZL,Hard,0,0,1,32,5821,R32,1,3,6-4 6-2,61.0,104871,Jeremy Chardy,71.0,705.0,FRA,5,R,188.0,29.91,46.0,21.0,16.0,9.0,1.0,0.0,0.0,104677,Artem Sitak,,,NZL,4,R,185.0,30.92,56.0,23.0,11.0,9.0,4.0,3.0,6.0,Auckland,89.42,10.58
2017-0301,20170109,2017_02,Auckland,NZL,Hard,0,0,1,32,5822,QF,3,3,6-3 6-2,57.0,105311,Joao Sousa,44.0,1030.0,POR,5,R,185.0,27.78,53.0,26.0,13.0,9.0,1.0,2.0,2.0,104898,Robin Haase,58.0,795.0,NED,5,R,190.0,29.76,45.0,19.0,7.0,8.0,5.0,3.0,6.0,Auckland,57.73,42.27
2017-580,20170116,2017_03,Australian Open,AUS,Hard,0,0,4,128,5824,R128,1,5,6-7(6) 3-6 7-5 6-2 22-20,314.0,103333,Ivo Karlovic,21.0,1795.0,CRO,5,R,208.0,37.88,213.0,127.0,44.0,42.0,75.0,3.0,4.0,104547,Horacio Zeballos,68.0,725.0,ARG,5,L,188.0,31.72,237.0,125.0,49.0,41.0,33.0,5.0,9.0,Melbourne,73.29,26.71
2017-580,20170116,2017_03,Australian Open,AUS,Hard,0,0,4,128,5825,SF,6,5,6-3 5-7 7-6(5) 6-7(4) 6-4,296.0,104745,Rafael Nadal,9.0,3195.0,ESP,5,L,185.0,30.62,184.0,93.0,27.0,28.0,8.0,12.0,16.0,105777,Grigor Dimitrov,15.0,2135.0,BUL,5,R,188.0,25.67,181.0,87.0,28.0,27.0,20.0,8.0,13.0,Melbourne,70.04,29.96
2017-580,20170116,2017_03,Australian Open,AUS,Hard,0,0,4,128,5826,R64,2,5,7-6(8) 5-7 2-6 7-6(5) 6-4,288.0,104797,Denis Istomin,117.0,498.0,UZB,5,R,188.0,30.36,194.0,94.0,27.0,27.0,17.0,9.0,15.0,104925,Novak Djokovic,2.0,11780.0,SRB,5,R,188.0,29.66,185.0,77.0,43.0,27.0,14.0,10.0,14.0,Melbourne,4.55,95.45
2017-580,20170116,2017_03,Australian Open,AUS,Hard,0,0,4,128,5827,R64,2,5,6-7(4) 6-7(4) 6-4 7-6(7) 9-7,250.0,104999,Mischa Zverev,50.0,894.0,GER,5,L,190.0,29.4,212.0,107.0,43.0,31.0,22.0,16.0,17.0,104545,John Isner,19.0,1850.0,USA,5,R,206.0,31.73,203.0,106.0,36.0,31.0,33.0,13.0,16.0,Melbourne,33.73,66.27
2017-580,20170116,2017_03,Australian Open,AUS,Hard,0,0,4,128,5828,R32,3,5,4-6 6-3 6-7(5) 6-3 6-2,245.0,104745,Rafael Nadal,9.0,3195.0,ESP,5,L,185.0,30.62,150.0,82.0,23.0,24.0,11.0,5.0,7.0,100644,Alexander Zverev,24.0,1655.0,GER,5,R,198.0,19.74,172.0,77.0,27.0,24.0,19.0,11.0,16.0,Melbourne,71.73,28.27
2017-580,20170116,2017_03,Australian Open,AUS,Hard,0,0,4,128,5829,R32,3,5,7-5 6-7(6) 7-6(3) 6-4,242.0,105138,Roberto Bautista Agut,14.0,2350.0,ESP,5,R,183.0,28.76,182.0,70.0,40.0,23.0,5.0,15.0,20.0,103970,David Ferrer,23.0,1740.0,ESP,5,R,175.0,34.79,151.0,51.0,38.0,23.0,1.0,7.0,14.0,Melbourne,64.65,35.35
2017-580,20170116,2017_03,Australian Open,AUS,Hard,0,0,4,128,5830,R128,1,5,6-4 7-6(4) 5-7 7-6(8),236.0,104122,Carlos Berlocq,90.0,632.0,ARG,5,R,183.0,33.95,157.0,70.0,34.0,23.0,18.0,8.0,12.0,105430,Radu Albot,96.0,614.0,MDA,5,R,175.0,27.18,154.0,74.0,25.0,23.0,7.0,5.0,9.0,Melbourne,49.87,50.13
2017-580,20170116,2017_03,Australian Open,AUS,Hard,0,0,4,128,5831,R64,2,5,6-3 1-6 7-6(3) 3-6 6-3,227.0,104678,Viktor Troicki,35.0,1225.0,SRB,5,R,193.0,30.93,154.0,65.0,34.0,23.0,21.0,12.0,16.0,103893,Paolo Lorenzi,43.0,1033.0,ITA,5,R,183.0,35.09,160.0,68.0,32.0,23.0,8.0,8.0,11.0,Melbourne,77.22,22.78
2017-580,20170116,2017_03,Australian Open,AUS,Hard,0,0,4,128,5832,R128,1,5,5-7 6-3 2-6 7-6(2) 6-1,222.0,200282,Alex De Minaur,301.0,164.0,AUS,5,R,183.0,17.91,167.0,65.0,34.0,24.0,12.0,12.0,19.0,105589,Gerald Melzer,87.0,648.0,AUT,5,L,188.0,26.51,157.0,65.0,25.0,24.0,4.0,13.0,20.0,Melbourne,38.6,61.4
2017-580,20170116,2017_03,Australian Open,AUS,Hard,0,0,4,128,5833,F,7,5,6-4 3-6 6-1 3-6 6-3,217.0,103819,Roger Federer,17.0,1980.0,SUI,5,R,185.0,35.44,138.0,65.0,26.0,22.0,20.0,13.0,17.0,104745,Rafael Nadal,9.0,3195.0,ESP,5,L,185.0,30.62,151.0,69.0,23.0,22.0,4.0,14.0,20.0,Melbourne,44.96,55.04
2017-580,20170116,2017_03,Australian Open,AUS,Hard,0,0,4,128,5834,R128,1,5,5-7 6-1 6-4 6-7(6) 6-2,214.0,105453,Kei Nishikori,5.0,5010.0,JPN,5,R,178.0,27.05,158.0,67.0,34.0,25.0,11.0,7.0,12.0,105723,Andrey Kuznetsov,45.0,1015.0,RUS,5,R,185.0,25.9,142.0,52.0,27.0,24.0,5.0,3.0,12.0,Melbourne,86.9,13.1
2017-580,20170116,2017_03,Australian Open,AUS,Hard,0,0,4,128,5835,R32,3,5,7-6(4) 7-5 6-7(8) 6-3,213.0,104542,Jo-Wilfried Tsonga,12.0,2505.0,FRA,5,R,188.0,31.75,155.0,81.0,29.0,23.0,23.0,5.0,6.0,106058,Jack Sock,20.0,1810.0,USA,5,R,185.0,24.31,166.0,71.0,35.0,22.0,7.0,8.0,11.0,Melbourne,62.96,37.04
2017-580,20170116,2017_03,Australian Open,AUS,Hard,0,0,4,128,5836,R16,4,5,7-5 5-7 6-2 6-4,213.0,104999,Mischa Zverev,50.0,894.0,GER,5,L,190.0,29.4,137.0,60.0,21.0,21.0,7.0,8.0,13.0,104918,Andy Murray,1.0,12560.0,GBR,5,R,190.0,29.68,145.0,62.0,18.0,21.0,10.0,9.0,17.0,Melbourne,5.83,94.17
2017-580,20170116,2017_03,Australian Open,AUS,Hard,0,0,4,128,5837,R64,2,5,7-6(3) 4-6 6-3 3-6 6-3,208.0,105332,Benoit Paire,47.0,960.0,FRA,5,R,196.0,27.69,176.0,70.0,36.0,25.0,21.0,10.0,16.0,104926,Fabio Fognini,48.0,945.0,ITA,5,R,178.0,29.65,160.0,56.0,41.0,24.0,2.0,8.0,14.0,Melbourne,45.14,54.86
2017-580,20170116,2017_03,Australian Open,AUS,Hard,0,0,4,128,5838,R32,3,5,6-4 4-6 6-4 4-6 6-2,207.0,104797,Denis Istomin,117.0,498.0,UZB,5,R,188.0,30.36,141.0,70.0,27.0,24.0,16.0,9.0,12.0,105807,Pablo Carreno Busta,31.0,1370.0,ESP,5,R,188.0,25.52,151.0,59.0,34.0,24.0,5.0,2.0,7.0,Melbourne,28.85,71.15
